station;date;minte;maxte;temp;prec;tsum5;tsum0
613500;26/04/2016;1,8;7,5;3,8;6,2;66,5;402,6
613500;27/04/2016;0,2;6,8;3,6;5,5;66,5;406,2
613500;28/04/2016;2,7;8,9;5,2;0,3;66,7;411,4
613500;29/04/2016;2,3;10,8;6,6;0;68,3;418
613500;30/04/2016;4,9;10,8;7,5;0,5;70,8;425,5
613500;01/05/2016;3,9;13,4;8,6;0;74,4;434,1
613500;02/05/2016;0,4;16,3;9,4;0;78,8;443,5
613500;03/05/2016;6,6;13,7;10,1;0,6;83,9;453,6
613500;04/05/2016;3,9;13,5;8,8;0;87,7;462,4
613500;05/05/2016;1,5;15,9;9,9;0;92,6;472,3
613500;06/05/2016;5,2;19,4;12,7;0;100,3;485
613500;07/05/2016;7,9;21,8;14,9;0;110,2;499,9
613500;08/05/2016;8,8;22,8;16,4;0;121,6;516,3
613500;09/05/2016;11,3;22,8;16,7;0;133,3;533
613500;10/05/2016;11;23,3;16,8;0;145,1;549,8
613500;11/05/2016;11;22,5;15,8;0;155,9;565,6
613500;12/05/2016;7,6;19,4;13,7;0;164,6;579,3
613500;13/05/2016;3,5;19,3;12,3;0;171,9;591,6
613500;14/05/2016;5,2;12,9;9,9;0,1;176,8;601,5
613500;15/05/2016;5;11,2;8,2;7;180;609,7
613500;16/05/2016;6,7;14,6;10;0,1;185;619,7
613500;17/05/2016;6,9;11,7;9,3;0;189,3;629
613500;18/05/2016;7,4;16;11,5;0;195,8;640,5
613500;19/05/2016;6,9;19,7;13,8;0;204,6;654,3
613500;20/05/2016;11,8;16,6;13,8;0,1;213,4;668,1
613500;21/05/2016;11,3;17,7;14,7;0,4;223,1;682,8
613500;22/05/2016;14,4;25;19,3;0;237,4;702,1
613500;23/05/2016;13,3;19,4;15,8;1,8;248,2;717,9
613500;24/05/2016;12,6;18,6;15;0;258,2;732,9
613500;25/05/2016;9;23,2;16,6;0;269,8;749,5
613500;26/05/2016;10,4;15;13;0;277,8;762,5
613500;27/05/2016;6,1;19,3;13,8;0;286,6;776,3
613500;28/05/2016;6,7;19,7;14,5;0;296,1;790,8
613500;29/05/2016;10,3;23,2;17,1;0,1;308,2;807,9
613500;30/05/2016;15,4;25,3;19,9;4,2;323,1;827,8
613500;31/05/2016;16,4;23,6;19,4;3,2;337,5;847,2
613500;01/06/2016;16,8;26,4;21,4;0;353,9;868,6
613500;02/06/2016;16,5;25,2;20,6;0;369,5;889,2
613500;03/06/2016;15,1;27;20,8;0;385,3;910
613500;04/06/2016;11,9;26,8;20,5;0;400,8;930,5
613500;05/06/2016;11,5;24,9;18;0;413,8;948,5
613500;06/06/2016;9,7;20,3;15,2;0;424;963,7
613500;07/06/2016;8;22,5;16,1;0;435,1;979,8
613500;08/06/2016;11,6;20,4;14,7;0;444,8;994,5
613500;09/06/2016;6,5;19,3;14,5;0;454,3;1009
613500;10/06/2016;8,1;17,1;13,4;0;462,7;1022,4
613500;11/06/2016;5,1;17,9;12,5;0;470,2;1034,9
613500;12/06/2016;4;18,3;12,6;0;477,8;1047,5
613500;13/06/2016;11,8;16,3;13,4;0,8;486,2;1060,9
613500;14/06/2016;12,4;15,1;13,9;1,7;495,1;1074,8
613500;15/06/2016;13,8;21,3;16,5;5,2;506,6;1091,3
613500;16/06/2016;12,5;20,7;15,9;0;517,5;1107,2
613500;17/06/2016;9,9;19,4;15,4;0;527,9;1122,6
613500;18/06/2016;11,8;19,9;15,8;0;538,7;1138,4
613500;19/06/2016;11,2;17,3;14,1;0;547,8;1152,5
613500;20/06/2016;8,6;19,7;15,3;3,2;558,1;1167,8
613500;21/06/2016;11,9;19,7;16,2;8,3;569,3;1184
613500;22/06/2016;10;23,2;17,4;0,3;581,7;1201,4
613500;23/06/2016;12;27,2;20,1;22;596,8;1221,5
613500;24/06/2016;18,2;24,9;21,3;4,4;613,1;1242,8
613500;25/06/2016;16,3;23,2;18,9;5,7;627;1261,7
613500;26/06/2016;12,6;20,2;16,7;0,2;638,7;1278,4
613500;27/06/2016;11,5;19,6;15,6;1,3;649,3;1294
613500;28/06/2016;11;19,5;15,3;0;659,6;1309,3
613500;29/06/2016;9,8;20;14,9;5,9;669,5;1324,2
613500;30/06/2016;13,4;18,6;16;0,6;680,5;1340,2
613500;01/07/2016;15,6;19,6;17;6,2;692,5;1357,2
613500;02/07/2016;10,4;18,6;15,9;16,7;703,4;1373,1
613500;03/07/2016;10,3;18,2;14,3;4,6;712,7;1387,4
613500;04/07/2016;11,1;19,7;15;0,2;722,7;1402,4
613500;05/07/2016;9,4;20,6;14,6;6,7;732,3;1417
613500;06/07/2016;11,7;18,2;14,2;2,9;741,5;1431,2
613500;07/07/2016;10,7;18,5;14,7;0;751,2;1445,9
613500;08/07/2016;14,4;20,7;16,5;8,8;762,7;1462,4
613500;09/07/2016;13,2;20,1;16;0,7;773,7;1478,4
613500;10/07/2016;14,9;21,8;17,6;10,9;786,3;1496
613500;11/07/2016;15,5;21,1;17,7;3,2;799;1513,7
613500;12/07/2016;14,3;20,4;17,4;4,6;811,4;1531,1
613500;13/07/2016;10,4;19,8;15,4;0;821,8;1546,5
613500;14/07/2016;9,5;19,1;14,6;0;831,4;1561,1
613500;15/07/2016;12,6;18,2;15,1;0;841,5;1576,2
613500;16/07/2016;10,8;19,6;15,1;0,5;851,6;1591,3
613500;17/07/2016;11,4;17,6;14,7;0,2;861,3;1606
613500;18/07/2016;12,3;18,3;15,7;0,1;872;1621,7
613500;19/07/2016;13,2;21,4;17,5;0;884,5;1639,2
613500;20/07/2016;13,4;25,6;20,2;0;899,7;1659,4
613500;21/07/2016;14,9;26;20;0;914,7;1679,4
613500;22/07/2016;13,1;27,1;20,9;0;930,6;1700,3
613500;23/07/2016;15,5;27;21,7;0;947,3;1722
613500;24/07/2016;14,4;27,1;20,9;0;963,2;1742,9
613500;25/07/2016;14,1;27;20,9;0;979,1;1763,8
613500;26/07/2016;13;22,7;18,8;0;992,9;1782,6
613500;27/07/2016;11;20,9;16,7;0;1004,6;1799,3
613500;28/07/2016;12,6;22,2;17,8;1,7;1017,4;1817,1
613500;29/07/2016;11,7;23,4;18,1;0,1;1030,5;1835,2
613500;30/07/2016;13,2;22,4;18;0,8;1043,5;1853,2
613500;31/07/2016;10;19,7;15,7;0;1054,2;1868,9
613500;01/08/2016;10,6;20;15,2;2,3;1064,4;1884,1
613500;02/08/2016;10,8;21,1;15,9;0,4;1075,3;1900
613500;03/08/2016;8,5;19,5;15,2;5,8;1085,5;1915,2
613500;04/08/2016;14,6;22,4;17,9;0,7;1098,4;1933,1
613500;05/08/2016;14,3;22,8;18,3;0;1111,7;1951,4
613500;06/08/2016;13,4;20,3;16,1;2,8;1122,8;1967,5
613500;07/08/2016;11,7;21,2;16,6;0;1134,4;1984,1
613500;08/08/2016;12,4;21,4;17,3;3,6;1146,7;2001,4
613500;09/08/2016;10,8;17,6;13,8;0,2;1155,5;2015,2
613500;10/08/2016;9,9;17,2;13;0,7;1163,5;2028,2
613500;11/08/2016;9,4;17,9;13;0;1171,5;2041,2
613500;12/08/2016;10,8;18,6;15,3;0;1181,8;2056,5
613500;13/08/2016;14;19,6;16,8;1,1;1193,6;2073,3
613500;14/08/2016;12,2;19,7;15,4;5,7;1204;2088,7
613500;15/08/2016;10,7;19,5;15,1;0;1214,1;2103,8
613500;16/08/2016;9,8;20,3;15,2;0;1224,3;2119
613500;17/08/2016;8,3;22;16;0;1235,3;2135
613500;18/08/2016;12,3;18,8;15,6;0,1;1245,9;2150,6
613500;19/08/2016;11,6;22,1;16,8;0;1257,7;2167,4
613500;20/08/2016;13,6;21,7;17,3;0,3;1270;2184,7
613500;21/08/2016;11,5;21,9;17,2;0,8;1282,2;2201,9
613500;22/08/2016;14;20,7;17,2;7,3;1294,4;2219,1
613500;23/08/2016;13,6;20,2;17,8;0,9;1307,2;2236,9
613500;24/08/2016;10,9;24;18,1;0;1320,3;2255
613500;25/08/2016;16,2;27,5;21,7;0;1337;2276,7
613500;26/08/2016;17,2;29,5;22,7;0;1354,7;2299,4
613500;27/08/2016;14;22,4;18;0;1367,7;2317,4
613500;28/08/2016;13,2;21,9;17,8;13,7;1380,5;2335,2
613500;29/08/2016;13,8;19,7;17;0,4;1392,5;2352,2
613500;30/08/2016;12,6;21,2;16,7;0;1404,2;2368,9
613500;31/08/2016;11,3;22,4;17,4;0;1416,6;2386,3
613500;01/09/2016;10,1;20,4;16;0;1427,6;2402,3
613500;02/09/2016;11,4;19,9;16,2;1,1;1438,8;2418,5
613500;03/09/2016;13,6;20,4;17;1,6;1450,8;2435,5
613500;04/09/2016;12,1;15,8;14,2;18,6;1460;2449,7
613500;05/09/2016;10,2;21,3;16;9,9;1471;2465,7
613500;06/09/2016;8,3;20,7;15;0;1481;2480,7
613500;07/09/2016;14,6;23,1;18,2;0;1494,2;2498,9
613500;08/09/2016;11,2;24,7;18,4;0;1507,6;2517,3
613500;09/09/2016;12,5;22,5;17,7;0;1520,3;2535
613500;10/09/2016;9,7;23,1;17,2;0;1532,5;2552,2
613500;11/09/2016;11,9;22,6;18,5;0;1546;2570,7
613500;12/09/2016;11;24,5;18,1;0;1559,1;2588,8
613500;13/09/2016;16,5;26,3;20,6;0;1574,7;2609,4
613500;14/09/2016;15,1;26,1;20,1;0;1589,8;2629,5
613500;15/09/2016;13,1;25,3;18,7;0;1603,5;2648,2
613500;16/09/2016;13,4;23,3;17,8;0;1616,3;2666
613500;17/09/2016;11,3;18,9;16,2;0;1627,5;2682,2
613500;18/09/2016;10,1;18,9;14,1;0;1636,6;2696,3
613500;19/09/2016;8,9;17,4;14,4;0;1646;2710,7
613500;20/09/2016;8,3;19;14,5;0;1655,5;2725,2
613500;21/09/2016;9,1;18,9;14,5;3,5;1665;2739,7
613500;22/09/2016;7,2;18,5;13,1;0;1673,1;2752,8
613500;23/09/2016;9;19,4;14,4;0;1682,5;2767,2
613500;24/09/2016;8,3;18;13,6;0;1691,1;2780,8
613500;25/09/2016;12,4;20,6;16;0;1702,1;2796,8
613500;26/09/2016;11,4;18,1;15,3;0,1;1712,4;2812,1
613500;27/09/2016;11,4;19,9;15,6;11,2;1723;2827,7
613500;28/09/2016;15,6;19,6;17,1;0;1735,1;2844,8
613500;29/09/2016;14,3;18;16,3;3,8;1746,4;2861,1
613500;30/09/2016;10,7;16,4;13,3;2,3;1754,7;2874,4
613500;01/10/2016;9,9;16,6;13,2;0;1762,9;2887,6
613500;02/10/2016;10,7;16,3;12,4;3;1770,3;2900
613500;03/10/2016;10;14,8;12;13,8;1777,3;2912
613500;04/10/2016;6,2;13,6;9,6;0;1781,9;2921,6
613500;05/10/2016;3,9;11,4;7,6;0;1784,5;2929,2
613500;06/10/2016;6,8;10,6;8,7;0;1788,2;2937,9
613500;07/10/2016;5,9;11,7;8,7;0;1791,9;2946,6
613500;08/10/2016;6,5;11,8;8,8;0;1795,7;2955,4
613500;09/10/2016;5,5;9,4;7,5;1;1798,2;2962,9
613500;10/10/2016;6,6;10;8,2;4,4;1801,4;2971,1
613500;11/10/2016;6,8;8,4;7,8;0;1804,2;2978,9
613500;12/10/2016;6,3;10,2;7,8;0;1807;2986,7
613500;13/10/2016;7,3;10,7;8,6;0,6;1810,6;2995,3
613500;14/10/2016;6,2;10,2;9;0;1814,6;3004,3
613500;15/10/2016;8,3;10,8;9,6;1,1;1819,2;3013,9
613500;16/10/2016;7,7;9,1;8,4;0,7;1822,6;3022,3
613500;17/10/2016;7,5;8,9;8,2;0;1825,8;3030,5
613500;18/10/2016;7,8;10,8;9,5;0,2;1830,3;3040
613500;19/10/2016;9,1;11,5;10,1;7,9;1835,4;3050,1
613500;20/10/2016;7,4;11;9,1;1,3;1839,5;3059,2
613500;21/10/2016;7,4;8,6;8;6,7;1842,5;3067,2
613500;22/10/2016;4,2;8;5,9;2,6;1843,4;3073,1
613500;23/10/2016;3,6;9,6;7;0;1845,4;3080,1
613500;24/10/2016;4,3;10;6,7;0;1847,1;3086,8
613500;25/10/2016;2,3;10,6;6,6;0;1848,7;3093,4
613500;26/10/2016;1,6;8,7;6;0;1849,7;3099,4
613500;27/10/2016;8;13,8;10,9;1,5;1855,6;3110,3
613500;28/10/2016;8,4;12,5;11;0,3;1861,6;3121,3
613500;29/10/2016;8;10,8;9,2;0;1865,8;3130,5
613500;30/10/2016;4,4;9,9;7,5;0;1868,3;3138
613500;31/10/2016;4,1;11,3;9;0;1872,3;3147
613500;01/11/2016;6,6;11,3;9,4;0,4;1876,7;3156,4
613500;02/11/2016;1,1;7,3;4,7;3,9;1876,7;3161,1
613500;03/11/2016;0,8;6,6;4;0,8;1876,7;3165,1
613500;04/11/2016;6;8,2;7,2;9,6;1878,9;3172,3
613500;05/11/2016;3,5;7,9;5,8;6,7;1879,7;3178,1
613500;06/11/2016;0,4;5,4;3,5;0,4;1879,7;3181,6
613500;07/11/2016;-1,3;2,4;0;0;1879,7;3181,6
613500;08/11/2016;-3,3;-0,7;-1,9;3,6;1879,7;3181,6
613500;09/11/2016;-2,7;1,5;0;4,3;1879,7;3181,6
613500;10/11/2016;-2,3;1,2;-0,3;0;1879,7;3181,6
613500;11/11/2016;-4,5;2,7;-0,2;0;1879,7;3181,6
613500;12/11/2016;-6;3,1;-1,5;0;1879,7;3181,6
613500;13/11/2016;-1,2;2,3;0,5;0;1879,7;3182,1
613500;14/11/2016;-1;3,5;1,7;3,5;1879,7;3183,8
613500;15/11/2016;3,2;9,7;5,9;6,7;1880,6;3189,7
613500;16/11/2016;1,7;8,6;5,9;1;1881,5;3195,6
613500;17/11/2016;3,3;7,3;6;1,8;1882,5;3201,6
613500;18/11/2016;4,5;8,1;6,5;0,1;1884;3208,1
613500;19/11/2016;3,1;6,7;5;1,9;1884;3213,1
613500;20/11/2016;2,8;10,4;6;2;1885;3219,1
613500;21/11/2016;7,2;10,8;8,5;0,2;1888,5;3227,6
613500;22/11/2016;3,9;9,8;7,9;0;1891,4;3235,5
613500;23/11/2016;4,3;10,1;6,8;0;1893,2;3242,3
613500;24/11/2016;1;7;3,9;0;1893,2;3246,2
613500;25/11/2016;2,3;7,2;4,7;0;1893,2;3250,9
613500;26/11/2016;3,9;9,4;6,5;0;1894,7;3257,4
613500;27/11/2016;0,9;6,3;4,1;0;1894,7;3261,5
613500;28/11/2016;-2,9;2,3;0,1;0;1894,7;3261,6
613500;29/11/2016;-0,4;5,9;3,7;0,1;1894,7;3265,3
613500;30/11/2016;5,2;7,1;6,2;4,3;1895,9;3271,5
613500;01/12/2016;5,8;8,4;7,5;3,1;1898,4;3279
613500;02/12/2016;-1,2;6;3,3;0;1898,4;3282,3
613500;03/12/2016;-3,9;3,6;0,4;0;1898,4;3282,7
613500;04/12/2016;2,1;6,5;4;0;1898,4;3286,7
613500;05/12/2016;3,6;5,8;4,8;0;1898,4;3291,5
613500;06/12/2016;-1,6;5,8;2,9;0;1898,4;3294,4
613500;07/12/2016;2,1;7,3;4,5;4,6;1898,4;3298,9
613500;08/12/2016;7,1;10,4;8,9;0;1902,3;3307,8
613500;09/12/2016;7,3;8,9;8,3;5;1905,6;3316,1
613500;10/12/2016;7,3;10;8,8;2,4;1909,4;3324,9
613500;11/12/2016;5,9;8;6,9;2,7;1911,3;3331,8
613500;12/12/2016;0,8;6,3;2,6;0,1;1911,3;3334,4
613500;13/12/2016;3,1;6,1;4,6;0,1;1911,3;3339
613500;14/12/2016;-1,9;5,2;2,3;0,1;1911,3;3341,3
613500;15/12/2016;-2,3;1,8;0,4;0;1911,3;3341,7
613500;16/12/2016;0,4;2;1,4;0;1911,3;3343,1
613500;17/12/2016;-0,7;5,1;2;0;1911,3;3345,1
613500;18/12/2016;4;6,3;5,3;1,7;1911,6;3350,4
613500;19/12/2016;3,3;4,5;3,9;0;1911,6;3354,3
613500;20/12/2016;0,4;3,9;2,3;0;1911,6;3356,6
613500;21/12/2016;-0,1;5,4;2,4;0;1911,6;3359
613500;22/12/2016;4,3;5,5;4,9;0;1911,6;3363,9
613500;23/12/2016;3,7;6,7;5,4;1,3;1912;3369,3
613500;24/12/2016;2,4;6,5;5,3;1,9;1912,3;3374,6
613500;25/12/2016;2,3;10;6,8;0,1;1914,1;3381,4
613500;26/12/2016;1,3;9,6;6,4;2;1915,5;3387,8
613500;27/12/2016;5,2;7,3;6,2;0,1;1916,7;3394
613500;28/12/2016;4,7;6,6;5,7;0,6;1917,4;3399,7
613500;29/12/2016;1,5;5,3;3,5;0;1917,4;3403,2
613500;30/12/2016;0,4;5,3;3,1;0;1917,4;3406,3
613500;31/12/2016;5;7,4;6,2;0;1918,6;3412,5
613500;01/01/2017;2,9;6,7;5,5;2,5;0,5;5,5
613500;02/01/2017;0;3,4;1,3;0;0,5;6,8
613500;03/01/2017;0,2;7,2;4;3,7;0,5;10,8
613500;04/01/2017;-2,2;4,8;1,9;0,2;0,5;12,7
613500;05/01/2017;-8,7;-2,1;-5,7;0;0,5;12,7
613500;06/01/2017;-10,4;-2,9;-6,5;0;0,5;12,7
613500;07/01/2017;-3;3,3;0,2;3;0,5;12,9
613500;08/01/2017;-0,5;1,7;0,2;0;0,5;13,1
613500;09/01/2017;0,3;2,8;1,7;0;0,5;14,8
613500;10/01/2017;0,1;1,6;0,9;0,1;0,5;15,7
613500;11/01/2017;1,2;5,1;2,9;4,3;0,5;18,6
613500;12/01/2017;0,8;4,3;2,7;0,2;0,5;21,3
613500;13/01/2017;-0,9;2,1;0,7;0;0,5;22
613500;14/01/2017;-2;2,2;0,7;1,3;0,5;22,7
613500;15/01/2017;-3;1,4;-0,3;0,2;0,5;22,7
613500;16/01/2017;-4,1;1,7;-1,4;0;0,5;22,7
613500;17/01/2017;-3,1;1;-1,3;0;0,5;22,7
613500;18/01/2017;0,8;2;1,4;0,1;0,5;24,1
613500;19/01/2017;1,4;4,7;3;0;0,5;27,1
613500;20/01/2017;2,6;6,6;4,5;0;0,5;31,6
613500;21/01/2017;1,8;3,9;3,3;0;0,5;34,9
613500;22/01/2017;0,3;3,3;2,1;0;0,5;37
613500;23/01/2017;0;2,7;1;0;0,5;38
613500;24/01/2017;0,4;4,2;2,4;0;0,5;40,4
613500;25/01/2017;-0,8;2,3;0,3;0;0,5;40,7
613500;26/01/2017;-1,7;1,3;-0,4;0;0,5;40,7
613500;27/01/2017;-1,6;2;-0,1;0;0,5;40,7
613500;28/01/2017;-2,6;3,1;-0,4;0;0,5;40,7
613500;29/01/2017;-2,8;3;0,9;0,8;0,5;41,6
613500;30/01/2017;0,9;3;2,1;0,4;0,5;43,7
613500;31/01/2017;1,2;3,1;2,4;0;0,5;46,1
613500;01/02/2017;-0,9;1,3;0,6;0;0,5;46,7
613500;02/02/2017;-0,6;1,9;0,4;0;0,5;47,1
613500;03/02/2017;-0,3;2,2;1,2;0;0,5;48,3
613500;04/02/2017;1,4;3,1;2,1;0,2;0,5;50,4
613500;05/02/2017;0,7;2,6;1,7;0,4;0,5;52,1
613500;06/02/2017;-1,2;2,6;1,2;0,2;0,5;53,3
613500;07/02/2017;-2,8;-0,9;-1,7;1,3;0,5;53,3
613500;08/02/2017;-3,1;-1,9;-2,6;0,8;0,5;53,3
613500;09/02/2017;-5,4;-2,8;-3,4;0,1;0,5;53,3
613500;10/02/2017;-3,5;0,6;-1,4;0;0,5;53,3
613500;11/02/2017;-1,9;0,9;-0,5;0;0,5;53,3
613500;12/02/2017;-1,5;0,2;-0,7;0;0,5;53,3
613500;13/02/2017;-5,8;0,2;-2;0;0,5;53,3
613500;14/02/2017;-6,4;4,1;-1,9;0;0,5;53,3
613500;15/02/2017;-2,6;4,2;0,6;0;0,5;53,9
613500;16/02/2017;-2,3;4,5;2,4;0;0,5;56,3
613500;17/02/2017;2,2;5,7;3,9;0,2;0,5;60,2
613500;18/02/2017;1,7;5;3,3;0;0,5;63,5
613500;19/02/2017;2,4;5,6;4,2;1,5;0,5;67,7
613500;20/02/2017;3,9;7,5;5,7;0,9;1,2;73,4
613500;21/02/2017;3,4;7,4;5,7;0;1,9;79,1
613500;22/02/2017;2,9;8;5,8;7;2,7;84,9
613500;23/02/2017;0,4;5,9;4;10,8;2,7;88,9
613500;24/02/2017;-0,8;4,8;1,6;0,3;2,7;90,5
613500;25/02/2017;-0,5;4,2;1,9;3,3;2,7;92,4
613500;26/02/2017;4;6,5;5,6;0,3;3,3;98
613500;27/02/2017;6,2;9;7,6;0,8;5,9;105,6
613500;28/02/2017;2,9;7,7;5;0,3;5,9;110,6
613500;01/03/2017;2,2;5,7;3,7;0,2;5,9;114,3
613500;02/03/2017;1,6;6,1;3,6;3,3;5,9;117,9
613500;03/03/2017;1,1;6,6;4,4;0;5,9;122,3
613500;04/03/2017;0,9;7,4;4,4;0,7;5,9;126,7
613500;05/03/2017;3,3;6,1;4,6;3,3;5,9;131,3
613500;06/03/2017;-0,1;3,5;1,9;0;5,9;133,2
613500;07/03/2017;-1,4;0,9;-0,5;0;5,9;133,2
613500;08/03/2017;-1,3;4,7;2,1;2;5,9;135,3
613500;09/03/2017;3,1;5,5;4,1;1,3;5,9;139,4
613500;10/03/2017;2,4;7,9;5,3;0;6,2;144,7
613500;11/03/2017;1,4;8,7;4,2;0;6,2;148,9
613500;12/03/2017;0,1;5;1,9;0;6,2;150,8
613500;13/03/2017;-0,5;6,2;2,5;0;6,2;153,3
613500;14/03/2017;2,5;9,5;6;0;7,2;159,3
613500;15/03/2017;3,7;9,8;6,3;0;8,5;165,6
613500;16/03/2017;3,1;11,6;7,3;0;10,8;172,9
613500;17/03/2017;2,7;8,2;5,3;2,5;11,1;178,2
613500;18/03/2017;1,8;6,7;4,1;7,3;11,1;182,3
613500;19/03/2017;-0,7;6,1;2;8,3;11,1;184,3
613500;20/03/2017;4,7;8,6;6,3;8,1;12,4;190,6
613500;21/03/2017;2,1;8,6;5,7;2,7;13,1;196,3
613500;22/03/2017;-0,2;9,8;5,3;0;13,4;201,6
613500;23/03/2017;-1,2;10,8;4,7;0;13,4;206,3
613500;24/03/2017;-1,1;8,6;4,1;0;13,4;210,4
613500;25/03/2017;1,3;10,7;6;0;14,4;216,4
613500;26/03/2017;1,1;9,5;4,4;0;14,4;220,8
613500;27/03/2017;3;11,9;6,4;0;15,8;227,2
613500;28/03/2017;3,2;12,8;6,6;0;17,4;233,8
613500;29/03/2017;3,3;7,6;5,6;1,2;18;239,4
613500;30/03/2017;5,9;12,1;8,4;4,6;21,4;247,8
613500;31/03/2017;7,2;17,3;12,1;0;28,5;259,9
613500;01/04/2017;7,8;15,3;11,1;0,3;34,6;271
613500;02/04/2017;7,9;14;10,2;0,6;39,8;281,2
613500;03/04/2017;3;10,6;7,4;0;42,2;288,6
613500;04/04/2017;-0,4;12,2;6,4;0;43,6;295
613500;05/04/2017;3,7;10,6;7;0,5;45,6;302
613500;06/04/2017;2,3;10;6,8;0,3;47,4;308,8
613500;07/04/2017;7,3;13,6;9,4;0;51,8;318,2
613500;08/04/2017;6,6;10,3;8,5;0;55,3;326,7
613500;09/04/2017;3,1;13,8;8,4;0;58,7;335,1
613500;10/04/2017;5,7;11;9;0,1;62,7;344,1
613500;11/04/2017;4;10,2;6,5;2,9;64,2;350,6
613500;12/04/2017;5,6;10,1;7,6;5,4;66,8;358,2
613500;13/04/2017;5,4;10,1;7,3;0,4;69,1;365,5
613500;14/04/2017;4,7;8,7;6,7;3,1;70,8;372,2
613500;15/04/2017;1,6;8,9;5,5;6,2;71,3;377,7
613500;16/04/2017;0;7,1;3,4;0;71,3;381,1
613500;17/04/2017;1;4,9;3,5;8,2;71,3;384,6
613500;18/04/2017;-2;5,6;1,7;0;71,3;386,3
613500;19/04/2017;-3,6;7,2;2,2;0;71,3;388,5
613500;20/04/2017;0;7,6;5,3;0;71,6;393,8
613500;21/04/2017;4,8;11,2;8,4;1,6;75;402,2
613500;22/04/2017;3,5;10,1;6,3;0;76,3;408,5
613500;23/04/2017;3,6;9,1;6;0;77,3;414,5
613500;24/04/2017;2,3;9,9;5,8;4,2;78,1;420,3
613500;25/04/2017;0,9;6,5;3,4;1,5;78,1;423,7
613500;26/04/2017;-0,4;9;4,1;0;78,1;427,8
613500;27/04/2017;-0,5;8,6;4,8;0;78,1;432,6
613500;28/04/2017;3,8;9,3;6,4;5,7;79,5;439
613500;29/04/2017;-0,2;9,1;5,3;1,4;79,8;444,3
613500;30/04/2017;0,1;10,6;6,1;0;80,9;450,4
613500;01/05/2017;4,6;11,9;7,8;0;83,7;458,2
613500;02/05/2017;3,8;13,3;8,6;0;87,3;466,8
613500;03/05/2017;6,4;12,9;8,1;0;90,4;474,9
613500;04/05/2017;8,5;14,4;11,4;0;96,8;486,3
613500;05/05/2017;6,6;13,2;9,3;0,5;101,1;495,6
613500;06/05/2017;6,9;15,5;10,2;0;106,3;505,8
613500;07/05/2017;3,6;15,5;10,7;0;112;516,5
613500;08/05/2017;1,8;10,8;7,8;0;114,8;524,3
613500;09/05/2017;0,7;9,9;6,1;0,1;115,9;530,4
613500;10/05/2017;4,9;8,4;6,4;9,4;117,3;536,8
613500;11/05/2017;5,5;13,1;8,5;0,4;120,8;545,3
613500;12/05/2017;5,2;13;9,2;0;125;554,5
613500;13/05/2017;7,2;18,2;12,1;0;132,1;566,6
613500;14/05/2017;8;18,3;13,2;0,3;140,3;579,8
613500;15/05/2017;7,7;18,6;12,5;0;147,8;592,3
613500;16/05/2017;10;13;11,5;8,9;154,3;603,8
613500;17/05/2017;12,4;21,2;16,6;0;165,9;620,4
613500;18/05/2017;14,7;24,2;18,7;0,8;179,6;639,1
613500;19/05/2017;12,8;24,1;17,4;1;192;656,5
613500;20/05/2017;8,9;15,8;12,9;0;199,9;669,4
613500;21/05/2017;6;18,3;13,2;0;208,1;682,6
613500;22/05/2017;6,9;17,5;12,9;0;216;695,5
613500;23/05/2017;7,2;21,5;14,3;1,6;225,3;709,8
613500;24/05/2017;10,7;17,5;13;0;233,3;722,8
613500;25/05/2017;9,3;19,6;14,1;0;242,4;736,9
613500;26/05/2017;11,5;21,5;16,3;0;253,7;753,2
613500;27/05/2017;8,4;23,2;17,4;0;266,1;770,6
613500;28/05/2017;15;22,9;18,5;0;279,6;789,1
613500;29/05/2017;12,8;15,8;14,4;0;289;803,5
613500;30/05/2017;11,5;21,1;15,6;2,4;299,6;819,1
613500;31/05/2017;10,7;16,3;13,9;0;308,5;833
613500;01/06/2017;8,9;18;13,3;0;316,8;846,3
613500;02/06/2017;7,2;21,1;14,6;0;326,4;860,9
613500;03/06/2017;9,1;20,2;15,1;0;336,5;876
613500;04/06/2017;10,5;17,6;14,1;1,3;345,6;890,1
613500;05/06/2017;9,5;19,2;14,4;0;355;904,5
613500;06/06/2017;10,9;21,7;16,1;7,9;366,1;920,6
613500;07/06/2017;10,7;15,6;12,4;8,9;373,5;933
613500;08/06/2017;10,6;16,8;13,5;3,2;382;946,5
613500;09/06/2017;12,2;22,6;16,6;4,4;393,6;963,1
613500;10/06/2017;11,6;19,4;15,1;0;403,7;978,2
613500;11/06/2017;14,4;22,7;18,6;2,3;417,3;996,8
613500;12/06/2017;12,7;18;15,1;2,9;427,4;1011,9
613500;13/06/2017;12,6;17,7;14,5;0;436,9;1026,4
613500;14/06/2017;10,9;19,9;15,2;0;447,1;1041,6
613500;15/06/2017;9,2;20,8;16,4;0,1;458,5;1058
613500;16/06/2017;12,5;18,7;15,8;3,3;469,3;1073,8
613500;17/06/2017;12,4;20,8;16;0;480,3;1089,8
613500;18/06/2017;11,8;25,1;18,5;0;493,8;1108,3
613500;19/06/2017;15;24,9;19,9;0;508,7;1128,2
613500;20/06/2017;13;18,7;16,4;0;520,1;1144,6
613500;21/06/2017;11,4;17,6;14,3;0;529,4;1158,9
613500;22/06/2017;9,4;20,3;15,6;6,2;540;1174,5
