station;date;minte;maxte;temp;prec08;tsum5;tsum0
22;1996-01-28;-13.4;-4.3;-8.9;0;0;4.3
22;1996-01-29;-11.3;-0.9;-5.8;0;0;4.3
22;1996-01-30;-7.2;0.4;-0.2;0;0;4.3
22;1996-01-31;-2.2;-0.4;-1.8;0;0;4.3
22;1996-02-01;-3.2;-2;-3.5;0;0;4.3
22;1996-02-02;-5.7;-2.1;-3.8;0;0;4.3
22;1996-02-03;-5.2;-0.2;-2.3;0.2;0;4.3
22;1996-02-04;-5.3;-0.7;-3.4;0;0;4.3
22;1996-02-05;-13;-3.6;-7.8;0;0;4.3
22;1996-02-06;-13;-4;-7.6;0;0;4.3
22;1996-02-07;-11.9;-4.7;-8.1;0;0;4.3
22;1996-02-08;-11.9;-5.2;-6.6;0;0;4.3
22;1996-02-09;-12.1;-5.8;-8.4;0;0;4.3
22;1996-02-10;-11.7;-5.5;-7.4;0;0;4.3
22;1996-02-11;-8.4;-3.9;-5.6;0;0;4.3
22;1996-02-12;-6.6;0.7;-1;3;0;4.3
22;1996-02-13;-2;1.7;0.6;1;0;4.9
22;1996-02-14;-1.5;0.7;-1.9;0;0;4.9
22;1996-02-15;-7.3;1.6;-2;0;0;4.9
22;1996-02-16;-2.7;4;2.9;2.6;0;7.8
22;1996-02-17;1.5;2.8;0.4;5;0;8.2
22;1996-02-18;-2.7;-0.6;-1.8;0;0;8.2
22;1996-02-19;-2.5;0;-2.6;15;0;8.2
22;1996-02-20;-6.5;-3.1;-5.2;1;0;8.2
22;1996-02-21;-6.7;-5;-5.6;0.3;0;8.2
22;1996-02-22;-7.6;-3;-5;1;0;8.2
22;1996-02-23;-14.9;-1.7;-6.5;0;0;8.2
22;1996-02-24;-14.7;-3.2;-5.2;0;0;8.2
22;1996-02-25;-7.6;2.4;-1.6;0;0;8.2
22;1996-02-26;-3.2;3.2;2.5;1.8;0;10.7
22;1996-02-27;-0.5;1.9;-0.1;0.3;0;10.7
22;1996-02-28;-2.2;-1;-1.8;0;0;10.7
22;1996-02-29;-3.3;2.7;-0.5;0;0;10.7
22;1996-03-01;-1.9;2.9;0.6;0;0;11.3
22;1996-03-02;-1.9;2.8;0;0;0;11.3
22;1996-03-03;-5.3;0.3;-2.2;0;0;11.3
22;1996-03-04;-4.9;0.4;-1.5;0;0;11.3
22;1996-03-05;-4.9;0.3;-1.3;0;0;11.3
22;1996-03-06;-2.3;0.6;-0.3;0;0;11.3
22;1996-03-07;-0.9;2.8;0.4;0.4;0;11.7
22;1996-03-08;-2;1.9;-0.5;0;0;11.7
22;1996-03-09;-3;1.1;-0.9;0;0;11.7
22;1996-03-10;-2.9;1.3;-0.8;0;0;11.7
22;1996-03-11;-2.5;0.5;-1.4;0;0;11.7
22;1996-03-12;-5.4;-0.4;-2.6;0.2;0;11.7
22;1996-03-13;-4.5;-0.7;-1.4;0;0;11.7
22;1996-03-14;-2.1;-0.2;-0.7;0.1;0;11.7
22;1996-03-15;-1.1;2;0.1;0;0;11.8
22;1996-03-16;-0.8;1.8;0.2;0;0;12
22;1996-03-17;-0.8;0.5;0;0;0;12
22;1996-03-18;-0.7;1;-0.1;0;0;12
22;1996-03-19;-1.9;3.9;0.4;0;0;12.4
22;1996-03-20;-2.5;4.7;0.7;0;0;13.1
22;1996-03-21;-2.2;2.5;0;0;0;13.1
22;1996-03-22;-1.8;3.8;1.1;0;0;14.2
22;1996-03-23;-0.3;3;1.1;0;0;15.3
22;1996-03-24;0;3.1;1.6;1.9;0;16.9
22;1996-03-25;-1.1;4.8;1;0;0;17.9
22;1996-03-26;-1.9;3.7;0;0;0;17.9
22;1996-03-27;-1.6;4.7;1.5;0;0;19.4
22;1996-03-28;-0.8;1.8;0.6;0.5;0;20
22;1996-03-29;-0.3;2.6;1;3;0;21
22;1996-03-30;0.1;2.4;0.7;1.5;0;21.7
22;1996-03-31;-1;1.7;-0.2;0.6;0;21.7
22;1996-04-01;-1.1;1.8;0;0;0;21.7
22;1996-04-02;-2.8;4.7;0.3;0;0;22
22;1996-04-03;-2.5;6.7;1.8;0;0;23.8
22;1996-04-04;-2;7.6;2.4;0;0;26.2
22;1996-04-05;-1.7;9.6;3.9;0;0;30.1
22;1996-04-06;-0.2;11.1;5.9;0;0.9;36
22;1996-04-07;1.6;12.1;6.5;0;2.4;42.5
22;1996-04-08;1;14.5;7.1;0;4.5;49.6
22;1996-04-09;1.7;7.5;4.2;0;4.5;53.8
22;1996-04-10;2.2;7.8;5.4;0;4.9;59.2
22;1996-04-11;0.6;5.1;2.2;0.4;4.9;61.4
22;1996-04-12;-2.9;3.6;0.3;0;4.9;61.7
22;1996-04-13;0.1;9;4.2;0;4.9;65.9
22;1996-04-14;-1.1;11.5;5.1;0;5;71
22;1996-04-15;-1.5;11.4;5.7;0;5.7;76.7
22;1996-04-16;-1.1;13.7;7.5;0;8.2;84.2
22;1996-04-17;1;15.5;8.6;0;11.8;92.8
22;1996-04-18;2.6;16.7;9.8;0;16.6;102.6
22;1996-04-19;4.3;18.1;11.5;0;23.1;114.1
22;1996-04-20;6.4;21.5;13.9;0;32;128
22;1996-04-21;8.7;23.5;16.1;0;43.1;144.1
22;1996-04-22;9;25.3;17.6;0;55.7;161.7
22;1996-04-23;12.5;26.2;18.6;0;69.3;180.3
22;1996-04-24;10.7;14.6;11.9;12.4;76.2;192.2
22;1996-04-25;6.8;13.2;10.1;0.7;81.3;202.3
22;1996-04-26;6.8;10.9;8.2;0.5;84.5;210.5
22;1996-04-27;0.3;12.7;8.2;0.5;87.7;218.7
22;1996-04-28;7.1;13.8;9.9;1;92.6;228.6
22;1996-04-29;3.4;8.5;6.2;0;93.8;234.8
22;1996-04-30;0.9;11.1;6.5;0;95.3;241.3
22;1996-05-01;0.9;13.9;7.8;0;98.1;249.1
22;1996-05-02;4.7;10.4;7.7;0;100.8;256.8
22;1996-05-03;6.6;13.8;9.4;0.9;105.2;266.2
22;1996-05-04;7.1;10.1;8;0.7;108.2;274.2
22;1996-05-05;4.9;8.8;6.5;0.7;109.7;280.7
22;1996-05-06;4.2;11.5;7.6;0;112.3;288.3
22;1996-05-07;3;11.1;6.5;0;113.8;294.8
22;1996-05-08;0.1;12.8;7.1;0;115.9;301.9
22;1996-05-09;2.5;12.6;8.5;0;119.4;310.4
22;1996-05-10;5.5;7.9;6.2;0;120.6;316.6
22;1996-05-11;5;9.2;7.2;0.3;122.8;323.8
22;1996-05-12;5.9;11;9.3;0;127.1;333.1
22;1996-05-13;7.7;18.8;13.1;0.1;135.2;346.2
22;1996-05-14;7.6;21;13.8;0;144;360
22;1996-05-15;6.5;12.6;9;0;148;369
22;1996-05-16;6.1;10.3;7.5;0;150.5;376.5
22;1996-05-17;1.6;8.1;5.8;0;151.3;382.3
22;1996-05-18;5.8;10.5;8;10;154.3;390.3
22;1996-05-19;7.5;10.7;9.2;7.5;158.5;399.5
22;1996-05-20;7.2;8.8;7.9;1;161.4;407.4
22;1996-05-21;5.9;12.6;8.6;12.1;165;416
22;1996-05-22;1;13.6;8.2;0;168.2;424.2
22;1996-05-23;4.4;13.2;10;0;173.2;434.2
22;1996-05-24;7;15;11;1.8;179.2;445.2
22;1996-05-25;10.3;15.3;11.9;6.5;186.1;457.1
22;1996-05-26;7.7;15.2;11.1;0;192.2;468.2
22;1996-05-27;6.4;10.8;8.7;0.1;195.9;476.9
22;1996-05-28;5.9;13.9;9.5;2.6;200.4;486.4
22;1996-05-29;5.3;12.1;9.2;0;204.6;495.6
22;1996-05-30;8.4;15.9;12.8;1.4;212.4;508.4
22;1996-05-31;10.9;23.9;16.8;0;224.2;525.2
22;1996-06-01;8.1;14.8;11.5;0;230.7;536.7
22;1996-06-02;5.5;15.7;11.6;1.6;237.3;548.3
22;1996-06-03;9.3;15.4;11.6;0;243.9;559.9
22;1996-06-04;7.2;18.3;13.3;1.7;252.2;573.2
22;1996-06-05;6.1;19.3;13.9;0;261.1;587.1
22;1996-06-06;11.3;24.1;18.4;0;274.5;605.5
22;1996-06-07;10.7;27;20.3;0;289.8;625.8
22;1996-06-08;16.3;29.3;22.3;0;307.1;648.1
22;1996-06-09;16.2;21.8;18.5;0.2;320.6;666.6
22;1996-06-10;14.5;21.2;17.3;1.8;332.9;683.9
22;1996-06-11;9.8;23.5;17.7;0;345.6;701.6
22;1996-06-12;15.2;19;15.7;0;356.3;717.3
22;1996-06-13;9.6;14.8;11.9;0;363.2;729.2
22;1996-06-14;8.7;17.6;12.6;0;370.8;741.8
22;1996-06-15;4.5;18;12;0;377.8;753.8
22;1996-06-16;9.6;18;14.1;0;386.9;767.9
22;1996-06-17;9.1;14.7;12.3;0;394.2;780.2
22;1996-06-18;8.5;13.9;11.4;0;400.6;791.6
22;1996-06-19;10.3;11.8;10.8;0.7;406.4;802.4
22;1996-06-20;8.6;11.4;9.8;0;411.2;812.2
22;1996-06-21;5.9;14.5;10.3;0.1;416.5;822.5
22;1996-06-22;6.4;13.4;10.7;1.6;422.2;833.2
22;1996-06-23;9.7;15.5;11.8;0;429;845
22;1996-06-24;7.4;18.6;12.2;0;436.2;857.2
22;1996-06-25;6.8;17.8;13;0;444.2;870.2
22;1996-06-26;10;16.8;12.5;0;451.7;882.7
22;1996-06-27;10;18.9;13.6;0;460.3;896.3
22;1996-06-28;8.9;18.4;13.4;0;468.7;909.7
22;1996-06-29;11.6;16;13.6;1.5;477.3;923.3
22;1996-06-30;11.2;15.6;12.3;1.9;484.6;935.6
22;1996-07-01;10.3;17.2;12.8;0;492.4;948.4
22;1996-07-02;10.6;15.9;12.5;0.3;499.9;960.9
22;1996-07-03;9.3;16.9;13.7;0.1;508.6;974.6
22;1996-07-04;12.3;18.4;14.5;9.5;518.1;989.1
22;1996-07-05;11.2;18.8;15.1;8.4;528.2;1004.2
22;1996-07-06;11.7;16.3;13.5;0;536.7;1017.7
22;1996-07-07;7.8;17.6;13.2;0;544.9;1030.9
22;1996-07-08;5.1;18.9;13;0;552.9;1043.9
22;1996-07-09;9.6;17.3;13.6;0;561.5;1057.5
22;1996-07-10;10.2;19.5;14.4;0;570.9;1071.9
22;1996-07-11;12.3;19.5;16;0;581.9;1087.9
22;1996-07-12;12.9;19.1;15;0;591.9;1102.9
22;1996-07-13;8.4;18.4;14.2;0;601.1;1117.1
22;1996-07-14;11.8;19.9;16.6;0;612.7;1133.7
22;1996-07-15;11.6;16.5;13.6;0;621.3;1147.3
22;1996-07-16;10.5;19.4;14.9;0;631.2;1162.2
22;1996-07-17;8.2;16.8;12.7;0;638.9;1174.9
22;1996-07-18;8.5;19.8;14;0;647.9;1188.9
22;1996-07-19;6.3;20.9;14.7;0;657.6;1203.6
22;1996-07-20;5.6;22;14.8;0;667.4;1218.4
22;1996-07-21;7.5;23.1;16.7;0;679.1;1235.1
22;1996-07-22;7.7;25;18;0;692.1;1253.1
22;1996-07-23;13.9;25.6;19.8;0;706.9;1272.9
22;1996-07-24;13.6;21.4;16.8;0;718.7;1289.7
22;1996-07-25;13.4;24.9;18.8;1.7;732.5;1308.5
22;1996-07-26;11.5;22;16.5;0;744;1325
22;1996-07-27;12.4;18.1;15.9;0;754.9;1340.9
22;1996-07-28;10.7;19.3;14.4;6.5;764.3;1355.3
22;1996-07-29;9.3;19.2;14.2;0;773.5;1369.5
22;1996-07-30;12;18.9;15.6;0.3;784.1;1385.1
22;1996-07-31;12.8;19.2;15.9;0.1;795;1401
22;1996-08-01;10.7;21.6;16.8;0;806.8;1417.8
22;1996-08-02;11.5;22;16.3;0.5;818.1;1434.1
22;1996-08-03;10.3;19.9;14.8;0;827.9;1448.9
22;1996-08-04;10.7;20.8;16;0;838.9;1464.9
22;1996-08-05;6.9;24.2;15.6;0;849.5;1480.5
22;1996-08-06;10.3;22.8;16.8;0;861.3;1497.3
22;1996-08-07;13.9;24.5;18.8;0;875.1;1516.1
22;1996-08-08;15.8;20.4;17.4;1.1;887.5;1533.5
22;1996-08-09;12.4;26.1;18.7;0.6;901.2;1552.2
22;1996-08-10;13.9;24.3;19;0;915.2;1571.2
22;1996-08-11;15.1;25.6;20.1;0;930.3;1591.3
22;1996-08-12;16.7;23.5;19.7;0;945;1611
22;1996-08-13;16.3;25.6;19.4;0;959.4;1630.4
22;1996-08-14;14.1;22.6;17.9;0;972.3;1648.3
22;1996-08-15;14.1;23.6;18.5;0.1;985.8;1666.8
22;1996-08-16;13.1;26.4;19.8;0;1000.6;1686.6
22;1996-08-17;11.4;24.9;18.5;0;1014.1;1705.1
22;1996-08-18;10.9;27.1;19.4;0;1028.5;1724.5
22;1996-08-19;10.8;27.1;19.2;0;1042.7;1743.7
22;1996-08-20;13.4;29;20.7;0;1058.4;1764.4
22;1996-08-21;15.3;29.2;21.7;0;1075.1;1786.1
22;1996-08-22;15.1;28;21;0;1091.1;1807.1
22;1996-08-23;14.5;27.3;20.5;0;1106.6;1827.6
22;1996-08-24;17.3;21.5;18.6;9.5;1120.2;1846.2
22;1996-08-25;13.1;22.6;17.4;0;1132.6;1863.6
22;1996-08-26;11.2;23.3;17;0;1144.6;1880.6
22;1996-08-27;8.9;23.9;17;0;1156.6;1897.6
22;1996-08-28;13.3;22.8;18.5;0.1;1170.1;1916.1
22;1996-08-29;14.2;19.8;16.9;16;1182;1933
22;1996-08-30;13.4;17.7;15.9;0;1192.9;1948.9
22;1996-08-31;13;18.2;15.1;5;1203;1964
22;1996-09-01;11.3;18.7;14.5;0;1212.5;1978.5
22;1996-09-02;9.6;19.4;14.2;0;1221.7;1992.7
22;1996-09-03;6.6;20.4;14;0;1230.7;2006.7
22;1996-09-04;10.7;22.2;16.1;0;1241.8;2022.8
22;1996-09-05;7.1;18.6;13;0;1249.8;2035.8
22;1996-09-06;7.3;15.8;11.4;0;1256.2;2047.2
22;1996-09-07;5;16.3;10.9;0;1262.1;2058.1
22;1996-09-08;7.2;18.5;13;0;1270.1;2071.1
22;1996-09-09;7.8;16.5;12.1;0;1277.2;2083.2
22;1996-09-10;3.7;17.3;10.9;0;1283.1;2094.1
22;1996-09-11;3.6;14.3;9.7;0;1287.8;2103.8
22;1996-09-12;8.2;15.4;11.7;9.5;1294.5;2115.5
22;1996-09-13;8.3;15;11.7;12;1301.2;2127.2
22;1996-09-14;5.9;16.5;10.8;0;1307;2138
22;1996-09-15;4.5;16.2;10.4;0.4;1312.4;2148.4
22;1996-09-16;5.1;17;11.2;0;1318.6;2159.6
22;1996-09-17;4.7;15.4;10.3;0;1323.9;2169.9
22;1996-09-18;6.4;15.7;10.9;0;1329.8;2180.8
22;1996-09-19;6.9;15.3;10.2;0;1335;2191
22;1996-09-20;5.4;15.8;10.4;0;1340.4;2201.4
22;1996-09-21;6.9;11.1;9.4;0;1344.8;2210.8
22;1996-09-22;6.4;12.5;9.2;0;1349;2220
22;1996-09-23;5.5;16.2;9.9;0;1353.9;2229.9
22;1996-09-24;6.7;15.5;10.2;0;1359.1;2240.1
22;1996-09-25;5.6;10.6;8.3;0;1362.4;2248.4
22;1996-09-26;2.6;14.7;8.7;1.8;1366.1;2257.1
22;1996-09-27;5.3;13.4;11.1;0;1372.2;2268.2
22;1996-09-28;9.8;15.4;12.2;6.5;1379.4;2280.4
22;1996-09-29;9.5;13.6;12;7;1386.4;2292.4
22;1996-09-30;11.5;16;13.4;17.7;1394.8;2305.8
22;1996-10-01;9.2;12;10.5;3;1400.3;2316.3
22;1996-10-02;6.1;14.2;9.6;0.8;1404.9;2325.9
22;1996-10-03;6.3;13.6;10.4;0.9;1410.3;2336.3
22;1996-10-04;6.3;14.2;11.4;0.5;1416.7;2347.7
22;1996-10-05;7.4;12.1;9.3;0;1421;2357
22;1996-10-06;1.4;14.1;7.9;0;1423.9;2364.9
22;1996-10-07;1.5;12.7;9.9;0;1428.8;2374.8
22;1996-10-08;6.5;12.8;10.3;0;1434.1;2385.1
22;1996-10-09;9.1;12.7;10.6;0;1439.7;2395.7
22;1996-10-10;7;12.6;9.3;0.6;1444;2405
22;1996-10-11;0.4;12.2;7;0;1446;2412
22;1996-10-12;0.7;12.6;10.3;0;1451.3;2422.3
22;1996-10-13;8.6;13.4;10.7;0;1457;2433
22;1996-10-14;6.6;14.9;11.1;0;1463.1;2444.1
22;1996-10-15;10.5;14.9;11.6;0;1469.7;2455.7
22;1996-10-16;7.4;11.8;10.7;0;1475.4;2466.4
22;1996-10-17;10.8;11.9;10.7;20;1481.1;2477.1
22;1996-10-18;6.1;12.4;9;3;1485.1;2486.1
22;1996-10-19;6.1;11.1;9.1;0;1489.2;2495.2
22;1996-10-20;7.3;12.7;9.8;1.3;1494;2505
22;1996-10-21;3.7;10.7;7.8;0;1496.8;2512.8
22;1996-10-22;5.4;11.8;9.9;5.5;1501.7;2522.7
22;1996-10-23;2.7;11.9;6.9;0;1503.6;2529.6
22;1996-10-24;2.8;11.2;7.8;0;1506.4;2537.4
22;1996-10-25;4.7;9.6;7.1;0;1508.5;2544.5
22;1996-10-26;4.7;9.1;7;0;1510.5;2551.5
22;1996-10-27;5.7;10.7;8.4;2.5;1513.9;2559.9
22;1996-10-28;5.9;12.4;11.3;9.1;1520.2;2571.2
22;1996-10-29;10.1;11.9;10;1.1;1525.2;2581.2
22;1996-10-30;7.1;9.4;8.3;8.1;1528.5;2589.5
22;1996-10-31;7.1;11.4;9.3;0.1;1532.8;2598.8
22;1996-11-01;7.7;11.3;9.1;2.9;1536.9;2607.9
22;1996-11-02;7.6;13.1;11.8;0.2;1543.7;2619.7
22;1996-11-03;11.5;13.4;12.7;0.8;1551.4;2632.4
22;1996-11-04;11.1;12.3;11.7;0.2;1558.1;2644.1
22;1996-11-05;10.3;11.6;10.2;4.4;1563.3;2654.3
22;1996-11-06;6.4;11.3;9.1;3.6;1567.4;2663.4
22;1996-11-07;7;10.1;7.1;3;1569.5;2670.5
22;1996-11-08;4;8.2;5.3;1.5;1569.8;2675.8
22;1996-11-09;2.9;7.5;5.8;0;1570.6;2681.6
22;1996-11-10;1.5;6.8;3.8;1.6;1570.6;2685.4
22;1996-11-11;1;7.6;6.1;3.5;1571.7;2691.5
22;1996-11-12;5.6;8.8;8;5;1574.7;2699.5
22;1996-11-13;4.2;8.1;4.8;3.1;1574.7;2704.3
22;1996-11-14;0.3;5.9;2.3;0;1574.7;2706.6
22;1996-11-15;-2.3;5.6;0.8;0;1574.7;2707.4
22;1996-11-16;-2.2;5.2;1.1;0;1574.7;2708.5
22;1996-11-17;-1.6;5.9;3.3;0.5;1574.7;2711.8
22;1996-11-18;2.2;5.3;4.3;0;1574.7;2716.1
22;1996-11-19;3.2;5.4;4;12;1574.7;2720.1
22;1996-11-20;1.6;5.6;4.3;1;1574.7;2724.4
22;1996-11-21;3.5;6.1;4.8;0.8;1574.7;2729.2
22;1996-11-22;2.2;5.4;3.6;5.6;1574.7;2732.8
22;1996-11-23;2.4;4.4;3.4;1;1574.7;2736.2
22;1996-11-24;0.6;4.5;2.2;0;1574.7;2738.4
22;1996-11-25;0.5;3;1.9;0;1574.7;2740.3
22;1996-11-26;1.2;3.5;2.5;0;1574.7;2742.8
22;1996-11-27;0.8;3;1.8;0;1574.7;2744.6
22;1996-11-28;0.1;0.6;0.1;0;1574.7;2744.7
22;1996-11-29;-0.9;1;-0.1;1;1574.7;2744.7
22;1996-11-30;-1.4;2.5;1.4;7;1574.7;2746.1
22;1996-12-01;0.9;2.8;1.9;0.2;1574.7;2748
22;1996-12-02;0;6.4;4.1;8.6;1574.7;2752.1
22;1996-12-03;3;5.2;4.4;1.6;1574.7;2756.5
22;1996-12-04;3.7;6.5;5.1;7.9;1574.8;2761.6
22;1996-12-05;3.2;5.3;4.5;0;1574.8;2766.1
22;1996-12-06;3.7;5.2;4.2;5.7;1574.8;2770.3
22;1996-12-07;2.8;4.2;3.5;0;1574.8;2773.8
22;1996-12-08;1.2;3.9;1.4;0;1574.8;2775.2
22;1996-12-09;0.2;0.8;0.1;0;1574.8;2775.3
22;1996-12-10;-0.9;1.6;0;0;1574.8;2775.3
22;1996-12-11;-0.4;2.2;0.7;0;1574.8;2776
22;1996-12-12;-0.6;0.7;0.1;0;1574.8;2776.1
22;1996-12-13;-0.5;2.8;0.5;0.2;1574.8;2776.6
22;1996-12-14;-3.5;2.8;0.3;0;1574.8;2776.9
22;1996-12-15;-0.1;5;0.4;3.2;1574.8;2777.3
22;1996-12-16;-4.5;1.2;-1.2;0.8;1574.8;2777.3
22;1996-12-17;-2.4;3;2.1;0.2;1574.8;2779.4
22;1996-12-18;1.4;3.5;2.5;0.5;1574.8;2781.9
22;1996-12-19;-1.5;0.1;-1.8;0.5;1574.8;2781.9
22;1996-12-20;-7.6;-3.7;-5.6;0;1574.8;2781.9
22;1996-12-21;-8.7;0;-3.9;0;1574.8;2781.9
22;1996-12-22;-8.8;0.1;-2.4;0;1574.8;2781.9
22;1996-12-23;-7.4;-3.4;-5.4;0;1574.8;2781.9
22;1996-12-24;-10.7;-0.4;-4.7;0;1574.8;2781.9
22;1996-12-25;-8.8;-2;-6.1;0;1574.8;2781.9
22;1996-12-26;-11.4;-3.8;-7.8;0;1574.8;2781.9
22;1996-12-27;-12.1;-2.5;-3.8;0;1574.8;2781.9
22;1996-12-28;-11.2;-3.2;-7;0;1574.8;2781.9
22;1996-12-29;-11.4;1;-1;0.5;1574.8;2781.9
22;1996-12-30;-3.6;-1.2;-2.5;0;1574.8;2781.9
22;1996-12-31;-5.5;-3.1;-5.3;0;1574.8;2781.9
22;1997-01-01;-12.8;-4.3;-9;0;0;0
22;1997-01-02;-13.6;-3.8;-5;0.5;0;0
22;1997-01-03;-7.8;-4.6;-6.8;0;0;0
22;1997-01-04;-9.2;-4;-6.9;0;0;0
22;1997-01-05;-9.8;-2.5;-5.8;0;0;0
22;1997-01-06;-10.4;-2.5;-5.1;0;0;0
22;1997-01-07;-12;-2.2;-4.4;0;0;0
22;1997-01-08;-6.8;-1.7;-2.3;0;0;0
22;1997-01-09;-4.6;-2.1;-4.6;0;0;0
22;1997-01-10;-11;-4.5;-7.2;0;0;0
22;1997-01-11;-11;-2;-5;0;0;0
22;1997-01-12;-10.2;-0.1;-4;0;0;0
22;1997-01-13;-6.3;2.6;1.5;0;0;1.5
22;1997-01-14;1.2;2.9;1.7;0;0;3.2
22;1997-01-15;-0.5;2.8;0.8;0;0;4
22;1997-01-16;-1.1;0.4;-1.1;0;0;4
22;1997-01-17;-4.3;-0.3;-2.6;0.1;0;4
22;1997-01-18;-4.3;2.1;0.2;0;0;4.2
22;1997-01-19;-1;2;1.3;0.2;0;5.5
22;1997-01-20;0.4;1.8;0.7;0.2;0;6.2
22;1997-01-21;-1.6;0.3;-1.2;0;0;6.2
22;1997-01-22;-2.3;1.3;-0.2;0;0;6.2
22;1997-01-23;-1.1;4.3;2.8;0;0;9
22;1997-01-24;-1;1.8;-0.1;0;0;9
22;1997-01-25;-0.7;0.9;0;0.5;0;9
22;1997-01-26;-2.4;1.5;-1.1;0;0;9
22;1997-01-27;-3.6;-1;-3;0;0;9
22;1997-01-28;-4.7;4.7;1.8;0;0;10.8
22;1997-01-29;-0.6;3.6;1.3;0;0;12.1
22;1997-01-30;0.5;4.8;3;0;0;15.1
22;1997-01-31;0;4.9;1.4;0;0;16.5
22;1997-02-01;-2.6;2.6;-0.8;0;0;16.5
22;1997-02-02;-5.4;1.1;-2.1;0;0;16.5
22;1997-02-03;-4.4;1.3;0.2;0.5;0;16.7
22;1997-02-04;-1.5;3.5;1.2;0.4;0;17.9
22;1997-02-05;0.2;4.2;2.1;4.6;0;20
22;1997-02-06;0.5;3.6;2.4;0;0;22.4
22;1997-02-07;1.8;4.9;4;0.5;0;26.4
22;1997-02-08;2;5.2;3.3;0.5;0;29.7
22;1997-02-09;0.3;4.6;2.5;0;0;32.2
22;1997-02-10;0.9;6.1;4.5;0.2;0;36.7
22;1997-02-11;3;5.5;4;1.3;0;40.7
22;1997-02-12;3;4.6;3.5;0;0;44.2
22;1997-02-13;2.9;6.6;5;7.3;0;49.2
22;1997-02-14;3;4.1;1;1.8;0;50.2
22;1997-02-15;-3.1;-1.6;-2.4;0.5;0;50.2
22;1997-02-16;-5.5;-2.7;-4.4;0;0;50.2
22;1997-02-17;-5.5;0.2;-2;0;0;50.2
22;1997-02-18;-3.6;4.6;2;6.1;0;52.2
22;1997-02-19;0.9;6.2;3.6;5.5;0;55.8
22;1997-02-20;0.7;6.7;4.2;4;0;60
22;1997-02-21;4.2;7.7;5.8;0.8;0.8;65.8
22;1997-02-22;2.3;7.1;4.8;0.5;0.8;70.6
22;1997-02-23;3.2;8.5;7;0;2.8;77.6
22;1997-02-24;5.7;9.1;6.9;0;4.7;84.5
22;1997-02-25;4;8.9;6.8;7.6;6.5;91.3
22;1997-02-26;3;7.1;4.4;0;6.5;95.7
22;1997-02-27;1.3;7.2;3.6;0;6.5;99.3
22;1997-02-28;2.1;8.1;5.3;0;6.8;104.6
22;1997-03-01;3.1;8.4;6;0;7.8;110.6
22;1997-03-02;3.1;10.1;7.7;0;10.5;118.3
22;1997-03-03;4.6;9;5.8;1;11.3;124.1
22;1997-03-04;3.1;9.9;5.4;0;11.7;129.5
22;1997-03-05;-1;9.5;4.5;0;11.7;134
22;1997-03-06;-0.4;8.8;6;0;12.7;140
22;1997-03-07;-2.4;9.4;3.5;0;12.7;143.5
22;1997-03-08;-2.4;10.2;6.7;0;14.4;150.2
22;1997-03-09;-1.3;10.1;3.5;0;14.4;153.7
22;1997-03-10;-1.6;11.1;4.3;0;14.4;158
22;1997-03-11;-1.5;6.3;3.1;0;14.4;161.1
22;1997-03-12;1.6;3.6;2.9;0;14.4;164
22;1997-03-13;1.6;10.6;6;0;15.4;170
22;1997-03-14;3.9;8.3;6.4;0.8;16.8;176.4
22;1997-03-15;4.1;6;4.3;3;16.8;180.7
22;1997-03-16;-0.9;3.7;1.7;1.5;16.8;182.4
22;1997-03-17;-0.9;4.4;1.1;0;16.8;183.5
22;1997-03-18;-4.5;2.1;-0.7;0;16.8;183.5
22;1997-03-19;-3.4;1.4;-0.5;6;16.8;183.5
22;1997-03-20;-5.6;2.5;-1.3;0.2;16.8;183.5
22;1997-03-21;-5.1;3.3;0.1;2.5;16.8;183.6
22;1997-03-22;-3.8;4.5;0.2;0.5;16.8;183.8
22;1997-03-23;-3.1;3.6;0.2;0;16.8;184
22;1997-03-24;-1.5;3;1.2;0;16.8;185.2
22;1997-03-25;-1.1;4;1.1;0;16.8;186.3
22;1997-03-26;-0.9;8.2;4.8;0;16.8;191.1
22;1997-03-27;2.1;10.5;6.8;2;18.6;197.9
22;1997-03-28;2.4;8.7;5.3;7;18.9;203.2
22;1997-03-29;2.8;7.8;4.6;0;18.9;207.8
22;1997-03-30;0.5;10.2;5.2;0;19.1;213
22;1997-03-31;1.6;13;7.6;0;21.7;220.6
22;1997-04-01;3.7;13.2;7.6;0;24.3;228.2
22;1997-04-02;4.4;13.6;8.4;0;27.7;236.6
22;1997-04-03;5.5;7.7;6;0;28.7;242.6
22;1997-04-04;1.3;7.8;4.1;4.4;28.7;246.7
22;1997-04-05;0.8;3.5;1;0;28.7;247.7
22;1997-04-06;-1.9;4.5;1.8;7.5;28.7;249.5
22;1997-04-07;-1.9;7.3;2.9;0;28.7;252.4
22;1997-04-08;0.1;6.2;4;0;28.7;256.4
22;1997-04-09;3.2;12.7;7.8;0;31.5;264.2
22;1997-04-10;4.4;9.1;6.8;0;33.3;271
22;1997-04-11;4.5;7.9;6;0.2;34.3;277
22;1997-04-12;2.1;6.1;3.7;0;34.3;280.7
22;1997-04-13;-2;7.6;3.8;0;34.3;284.5
22;1997-04-14;2.9;10.1;7.4;3.5;36.7;291.9
22;1997-04-15;1.5;7.9;4.6;0;36.7;296.5
22;1997-04-16;-1.9;9.9;4.8;0;36.7;301.3
